date,city,tourist_footfall
2021-05-22,Jodhpur,1275
2021-05-23,Jodhpur,1572
2021-05-24,Jodhpur,1253
2021-05-25,Jodhpur,867
2021-05-26,Jodhpur,1307
2021-05-27,Jodhpur,1156
2021-05-28,Jodhpur,1534
2021-05-29,Jodhpur,1519
2021-05-30,Jodhpur,1350
2021-05-31,Jodhpur,1117
2021-06-01,Jodhpur,1173
2021-06-02,Jodhpur,1077
2021-06-03,Jodhpur,946
2021-06-04,Jodhpur,1159
2021-06-05,Jodhpur,1493
2021-06-06,Jodhpur,1294
2021-06-07,Jodhpur,1244
2021-06-08,Jodhpur,1233
2021-06-09,Jodhpur,1227
2021-06-10,Jodhpur,1340
2021-06-11,Jodhpur,1185
2021-06-12,Jodhpur,1158
2021-06-13,Jodhpur,1495
2021-06-14,Jodhpur,1115
2021-06-15,Jodhpur,1019
2021-06-16,Jodhpur,1130
2021-06-17,Jodhpur,1102
2021-06-18,Jodhpur,1098
2021-06-19,Jodhpur,1395
2021-06-20,Jodhpur,1233
2021-06-21,Jodhpur,1073
2021-06-22,Jodhpur,1009
2021-06-23,Jodhpur,982
2021-06-24,Jodhpur,936
2021-06-25,Jodhpur,1292
2021-06-26,Jodhpur,1396
2021-06-27,Jodhpur,1453
2021-06-28,Jodhpur,1089
2021-06-29,Jodhpur,1128
2021-06-30,Jodhpur,1120
2021-07-01,Jodhpur,2121
2021-07-02,Jodhpur,1849
2021-07-03,Jodhpur,2997
2021-07-04,Jodhpur,2318
2021-07-05,Jodhpur,2202
2021-07-06,Jodhpur,2236
2021-07-07,Jodhpur,2297
2021-07-08,Jodhpur,2416
2021-07-09,Jodhpur,2424
2021-07-10,Jodhpur,2780
2021-07-11,Jodhpur,2748
2021-07-12,Jodhpur,2099
2021-07-13,Jodhpur,1877
2021-07-14,Jodhpur,2212
2021-07-15,Jodhpur,2019
2021-07-16,Jodhpur,1832
2021-07-17,Jodhpur,2321
2021-07-18,Jodhpur,2318
2021-07-19,Jodhpur,2298
2021-07-20,Jodhpur,2317
2021-07-21,Jodhpur,2705
2021-07-22,Jodhpur,2131
2021-07-23,Jodhpur,2002
2021-07-24,Jodhpur,2308
2021-07-25,Jodhpur,2469
2021-07-26,Jodhpur,2233
2021-07-27,Jodhpur,1847
2021-07-28,Jodhpur,2191
2021-07-29,Jodhpur,2053
2021-07-30,Jodhpur,2247
2021-07-31,Jodhpur,2622
2021-08-01,Jodhpur,2449
2021-08-02,Jodhpur,2228
2021-08-03,Jodhpur,2226
2021-08-04,Jodhpur,2227
2021-08-05,Jodhpur,2231
2021-08-06,Jodhpur,1854
2021-08-07,Jodhpur,2565
2021-08-08,Jodhpur,2783
2021-08-09,Jodhpur,1835
2021-08-10,Jodhpur,3585
2021-08-11,Jodhpur,4331
2021-08-12,Jodhpur,3862
2021-08-13,Jodhpur,3731
2021-08-14,Jodhpur,4663
2021-08-15,Jodhpur,4460
2021-08-16,Jodhpur,4413
2021-08-17,Jodhpur,3295
2021-08-18,Jodhpur,2458
2021-08-19,Jodhpur,2019
2021-08-20,Jodhpur,2401
2021-08-21,Jodhpur,2926
2021-08-22,Jodhpur,2611
2021-08-23,Jodhpur,2206
2021-08-24,Jodhpur,2095
2021-08-25,Jodhpur,2050
2021-08-26,Jodhpur,2398
2021-08-27,Jodhpur,1935
2021-08-28,Jodhpur,2634
2021-08-29,Jodhpur,2497
2021-08-30,Jodhpur,2032
2021-08-31,Jodhpur,2414
2021-09-01,Jodhpur,2104
2021-09-02,Jodhpur,2398
2021-09-03,Jodhpur,1850
2021-09-04,Jodhpur,2599
2021-09-05,Jodhpur,2237
2021-09-06,Jodhpur,1941
2021-09-07,Jodhpur,2621
2021-09-08,Jodhpur,1740
2021-09-09,Jodhpur,2152
2021-09-10,Jodhpur,2118
2021-09-11,Jodhpur,2666
2021-09-12,Jodhpur,2213
2021-09-13,Jodhpur,2026
2021-09-14,Jodhpur,2044
2021-09-15,Jodhpur,2546
2021-09-16,Jodhpur,2298
2021-09-17,Jodhpur,2182
2021-09-18,Jodhpur,2240
2021-09-19,Jodhpur,2646
2021-09-20,Jodhpur,2244
2021-09-21,Jodhpur,1985
2021-09-22,Jodhpur,2507
2021-09-23,Jodhpur,2019
2021-09-24,Jodhpur,1857
2021-09-25,Jodhpur,2564
2021-09-26,Jodhpur,2193
2021-09-27,Jodhpur,1893
2021-09-28,Jodhpur,2021
2021-09-29,Jodhpur,2356
2021-09-30,Jodhpur,2490
2021-10-01,Jodhpur,3812
2021-10-02,Jodhpur,3865
2021-10-03,Jodhpur,4390
2021-10-04,Jodhpur,4122
2021-10-05,Jodhpur,4058
2021-10-06,Jodhpur,3929
2021-10-07,Jodhpur,3910
2021-10-08,Jodhpur,3179
2021-10-09,Jodhpur,4873
2021-10-10,Jodhpur,7677
2021-10-11,Jodhpur,5750
2021-10-12,Jodhpur,5644
2021-10-13,Jodhpur,5881
2021-10-14,Jodhpur,6483
2021-10-15,Jodhpur,7313
2021-10-16,Jodhpur,8155
2021-10-17,Jodhpur,8120
2021-10-18,Jodhpur,6288
2021-10-19,Jodhpur,3295
2021-10-20,Jodhpur,3177
2021-10-21,Jodhpur,3804
2021-10-22,Jodhpur,3791
2021-10-23,Jodhpur,3854
2021-10-24,Jodhpur,3842
2021-10-25,Jodhpur,3751
2021-10-26,Jodhpur,3788
2021-10-27,Jodhpur,3292
2021-10-28,Jodhpur,3733
2021-10-29,Jodhpur,3746
2021-10-30,Jodhpur,4752
2021-10-31,Jodhpur,4532
2021-11-01,Jodhpur,3780
2021-11-02,Jodhpur,3592
2021-11-03,Jodhpur,3412
2021-11-04,Jodhpur,3776
2021-11-05,Jodhpur,3217
2021-11-06,Jodhpur,4580
2021-11-07,Jodhpur,3761
2021-11-08,Jodhpur,4012
2021-11-09,Jodhpur,3834
2021-11-10,Jodhpur,3244
2021-11-11,Jodhpur,3642
2021-11-12,Jodhpur,3786
2021-11-13,Jodhpur,4843
2021-11-14,Jodhpur,3805
2021-11-15,Jodhpur,2929
2021-11-16,Jodhpur,3604
2021-11-17,Jodhpur,3049
2021-11-18,Jodhpur,3350
2021-11-19,Jodhpur,4018
2021-11-20,Jodhpur,4347
2021-11-21,Jodhpur,3653
2021-11-22,Jodhpur,3236
2021-11-23,Jodhpur,4260
2021-11-24,Jodhpur,3438
2021-11-25,Jodhpur,3878
2021-11-26,Jodhpur,3155
2021-11-27,Jodhpur,4337
2021-11-28,Jodhpur,4535
2021-11-29,Jodhpur,3288
2021-11-30,Jodhpur,3304
2021-12-01,Jodhpur,3840
2021-12-02,Jodhpur,3607
2021-12-03,Jodhpur,3007
2021-12-04,Jodhpur,3993
2021-12-05,Jodhpur,5025
2021-12-06,Jodhpur,3924
2021-12-07,Jodhpur,3546
2021-12-08,Jodhpur,3141
2021-12-09,Jodhpur,3651
2021-12-10,Jodhpur,3935
2021-12-11,Jodhpur,4383
2021-12-12,Jodhpur,4375
2021-12-13,Jodhpur,4095
2021-12-14,Jodhpur,3537
2021-12-15,Jodhpur,3746
2021-12-16,Jodhpur,3370
2021-12-17,Jodhpur,3820
2021-12-18,Jodhpur,4751
2021-12-19,Jodhpur,4218
2021-12-20,Jodhpur,4082
2021-12-21,Jodhpur,3833
2021-12-22,Jodhpur,3995
2021-12-23,Jodhpur,3136
2021-12-24,Jodhpur,4096
2021-12-25,Jodhpur,4226
2021-12-26,Jodhpur,4014
2021-12-27,Jodhpur,3755
2021-12-28,Jodhpur,3189
2021-12-29,Jodhpur,3357
2021-12-30,Jodhpur,3812
2021-12-31,Jodhpur,3975
2022-01-01,Jodhpur,3654
2022-01-02,Jodhpur,4533
2022-01-03,Jodhpur,3464
2022-01-04,Jodhpur,3946
2022-01-05,Jodhpur,3277
2022-01-06,Jodhpur,4171
2022-01-07,Jodhpur,3422
2022-01-08,Jodhpur,4118
2022-01-09,Jodhpur,4755
2022-01-10,Jodhpur,3128
2022-01-11,Jodhpur,3364
2022-01-12,Jodhpur,3033
2022-01-13,Jodhpur,3413
2022-01-14,Jodhpur,3306
2022-01-15,Jodhpur,3643
2022-01-16,Jodhpur,4019
2022-01-17,Jodhpur,3647
2022-01-18,Jodhpur,3244
2022-01-19,Jodhpur,3973
2022-01-20,Jodhpur,3553
2022-01-21,Jodhpur,3781
2022-01-22,Jodhpur,4234
2022-01-23,Jodhpur,4052
2022-01-24,Jodhpur,3439
2022-01-25,Jodhpur,3224
2022-01-26,Jodhpur,3168
2022-01-27,Jodhpur,3428
2022-01-28,Jodhpur,3713
2022-01-29,Jodhpur,4243
2022-01-30,Jodhpur,4016
2022-01-31,Jodhpur,3373
2022-02-01,Jodhpur,3217
2022-02-02,Jodhpur,3228
2022-02-03,Jodhpur,4134
2022-02-04,Jodhpur,4296
2022-02-05,Jodhpur,4031
2022-02-06,Jodhpur,4720
2022-02-07,Jodhpur,3264
2022-02-08,Jodhpur,3026
2022-02-09,Jodhpur,4087
2022-02-10,Jodhpur,3311
2022-02-11,Jodhpur,3400
2022-02-12,Jodhpur,4800
2022-02-13,Jodhpur,3956
2022-02-14,Jodhpur,4061
2022-02-15,Jodhpur,3698
2022-02-16,Jodhpur,3184
2022-02-17,Jodhpur,3497
2022-02-18,Jodhpur,4050
2022-02-19,Jodhpur,4735
2022-02-20,Jodhpur,4631
2022-02-21,Jodhpur,3606
2022-02-22,Jodhpur,3384
2022-02-23,Jodhpur,4139
2022-02-24,Jodhpur,3949
2022-02-25,Jodhpur,3235
2022-02-26,Jodhpur,4639
2022-02-27,Jodhpur,3901
2022-02-28,Jodhpur,4161
2022-03-01,Jodhpur,3599
2022-03-02,Jodhpur,3344
2022-03-03,Jodhpur,3306
2022-03-04,Jodhpur,4090
2022-03-05,Jodhpur,4606
2022-03-06,Jodhpur,4205
2022-03-07,Jodhpur,3565
2022-03-08,Jodhpur,3822
2022-03-09,Jodhpur,3621
2022-03-10,Jodhpur,7152
2022-03-11,Jodhpur,7158
2022-03-12,Jodhpur,7910
2022-03-13,Jodhpur,7681
2022-03-14,Jodhpur,6571
2022-03-15,Jodhpur,5945
2022-03-16,Jodhpur,5886
2022-03-17,Jodhpur,5621
2022-03-18,Jodhpur,3891
2022-03-19,Jodhpur,4301
2022-03-20,Jodhpur,4371
2022-03-21,Jodhpur,3313
2022-03-22,Jodhpur,4079
2022-03-23,Jodhpur,3536
2022-03-24,Jodhpur,3708
2022-03-25,Jodhpur,3859
2022-03-26,Jodhpur,4093
2022-03-27,Jodhpur,3948
2022-03-28,Jodhpur,3658
2022-03-29,Jodhpur,4262
2022-03-30,Jodhpur,3570
2022-03-31,Jodhpur,3217
2022-04-01,Jodhpur,1377
2022-04-02,Jodhpur,1428
2022-04-03,Jodhpur,1426
2022-04-04,Jodhpur,1356
2022-04-05,Jodhpur,1007
2022-04-06,Jodhpur,1430
2022-04-07,Jodhpur,1422
2022-04-08,Jodhpur,1240
2022-04-09,Jodhpur,1428
2022-04-10,Jodhpur,1251
2022-04-11,Jodhpur,1165
2022-04-12,Jodhpur,1333
2022-04-13,Jodhpur,1418
2022-04-14,Jodhpur,1227
2022-04-15,Jodhpur,1223
2022-04-16,Jodhpur,1362
2022-04-17,Jodhpur,1432
2022-04-18,Jodhpur,1413
2022-04-19,Jodhpur,1119
2022-04-20,Jodhpur,1215
2022-04-21,Jodhpur,969
2022-04-22,Jodhpur,1278
2022-04-23,Jodhpur,1599
2022-04-24,Jodhpur,1550
2022-04-25,Jodhpur,1291
2022-04-26,Jodhpur,1507
2022-04-27,Jodhpur,1415
2022-04-28,Jodhpur,1186
2022-04-29,Jodhpur,1457
2022-04-30,Jodhpur,1174
2022-05-01,Jodhpur,1798
2022-05-02,Jodhpur,1516
2022-05-03,Jodhpur,1327
2022-05-04,Jodhpur,1281
2022-05-05,Jodhpur,1144
2022-05-06,Jodhpur,1284
2022-05-07,Jodhpur,1467
2022-05-08,Jodhpur,1453
2022-05-09,Jodhpur,1135
2022-05-10,Jodhpur,1222
2022-05-11,Jodhpur,1429
2022-05-12,Jodhpur,1402
2022-05-13,Jodhpur,1149
2022-05-14,Jodhpur,1292
2022-05-15,Jodhpur,1570
2022-05-16,Jodhpur,1117
2022-05-17,Jodhpur,1173
2022-05-18,Jodhpur,1381
2022-05-19,Jodhpur,1213
2022-05-20,Jodhpur,905
2022-05-21,Jodhpur,1628
2022-05-22,Jodhpur,1626
2022-05-23,Jodhpur,1368
2022-05-24,Jodhpur,1300
2022-05-25,Jodhpur,1212
2022-05-26,Jodhpur,1284
2022-05-27,Jodhpur,1329
2022-05-28,Jodhpur,1513
2022-05-29,Jodhpur,1317
2022-05-30,Jodhpur,1385
2022-05-31,Jodhpur,1509
2022-06-01,Jodhpur,1146
2022-06-02,Jodhpur,1163
2022-06-03,Jodhpur,991
2022-06-04,Jodhpur,1514
2022-06-05,Jodhpur,1368
2022-06-06,Jodhpur,1444
2022-06-07,Jodhpur,1202
2022-06-08,Jodhpur,1152
2022-06-09,Jodhpur,1280
2022-06-10,Jodhpur,1175
2022-06-11,Jodhpur,1120
2022-06-12,Jodhpur,1768
2022-06-13,Jodhpur,1222
2022-06-14,Jodhpur,1133
2022-06-15,Jodhpur,1257
2022-06-16,Jodhpur,1149
2022-06-17,Jodhpur,1152
2022-06-18,Jodhpur,1618
2022-06-19,Jodhpur,1446
2022-06-20,Jodhpur,1178
2022-06-21,Jodhpur,1144
2022-06-22,Jodhpur,943
2022-06-23,Jodhpur,1285
2022-06-24,Jodhpur,1530
2022-06-25,Jodhpur,1384
2022-06-26,Jodhpur,1554
2022-06-27,Jodhpur,1194
2022-06-28,Jodhpur,1276
2022-06-29,Jodhpur,1189
2022-06-30,Jodhpur,1412
2022-07-01,Jodhpur,2141
2022-07-02,Jodhpur,3072
2022-07-03,Jodhpur,2599
2022-07-04,Jodhpur,2175
2022-07-05,Jodhpur,1971
2022-07-06,Jodhpur,2525
2022-07-07,Jodhpur,2128
2022-07-08,Jodhpur,2347
2022-07-09,Jodhpur,2752
2022-07-10,Jodhpur,2719
2022-07-11,Jodhpur,2073
2022-07-12,Jodhpur,2233
2022-07-13,Jodhpur,2069
2022-07-14,Jodhpur,2145
2022-07-15,Jodhpur,2256
2022-07-16,Jodhpur,2737
2022-07-17,Jodhpur,2955
2022-07-18,Jodhpur,1878
2022-07-19,Jodhpur,2391
2022-07-20,Jodhpur,2250
2022-07-21,Jodhpur,1708
2022-07-22,Jodhpur,2211
2022-07-23,Jodhpur,2586
2022-07-24,Jodhpur,2398
2022-07-25,Jodhpur,1854
2022-07-26,Jodhpur,2093
2022-07-27,Jodhpur,2276
2022-07-28,Jodhpur,2207
2022-07-29,Jodhpur,1941
2022-07-30,Jodhpur,2853
2022-07-31,Jodhpur,2533
2022-08-01,Jodhpur,2267
2022-08-02,Jodhpur,1982
2022-08-03,Jodhpur,1951
2022-08-04,Jodhpur,2398
2022-08-05,Jodhpur,2264
2022-08-06,Jodhpur,2963
2022-08-07,Jodhpur,2874
2022-08-08,Jodhpur,1970
2022-08-09,Jodhpur,2506
2022-08-10,Jodhpur,4387
2022-08-11,Jodhpur,4415
2022-08-12,Jodhpur,3956
2022-08-13,Jodhpur,5056
2022-08-14,Jodhpur,4383
2022-08-15,Jodhpur,4313
2022-08-16,Jodhpur,3975
2022-08-17,Jodhpur,3567
2022-08-18,Jodhpur,2408
2022-08-19,Jodhpur,1916
2022-08-20,Jodhpur,2676
2022-08-21,Jodhpur,2995
2022-08-22,Jodhpur,1890
2022-08-23,Jodhpur,2378
2022-08-24,Jodhpur,2420
2022-08-25,Jodhpur,1890
2022-08-26,Jodhpur,2277
2022-08-27,Jodhpur,2617
2022-08-28,Jodhpur,3071
2022-08-29,Jodhpur,2445
2022-08-30,Jodhpur,1874
2022-08-31,Jodhpur,2453
2022-09-01,Jodhpur,2073
2022-09-02,Jodhpur,2439
2022-09-03,Jodhpur,2263
2022-09-04,Jodhpur,2267
2022-09-05,Jodhpur,2082
2022-09-06,Jodhpur,2054
2022-09-07,Jodhpur,2178
2022-09-08,Jodhpur,2396
2022-09-09,Jodhpur,2233
2022-09-10,Jodhpur,2793
2022-09-11,Jodhpur,2973
2022-09-12,Jodhpur,1890
2022-09-13,Jodhpur,2224
2022-09-14,Jodhpur,2340
2022-09-15,Jodhpur,2450
2022-09-16,Jodhpur,1725
2022-09-17,Jodhpur,2635
2022-09-18,Jodhpur,2976
2022-09-19,Jodhpur,2032
2022-09-20,Jodhpur,2058
2022-09-21,Jodhpur,2136
2022-09-22,Jodhpur,2306
2022-09-23,Jodhpur,2670
2022-09-24,Jodhpur,2785
2022-09-25,Jodhpur,2992
2022-09-26,Jodhpur,1904
2022-09-27,Jodhpur,2530
2022-09-28,Jodhpur,2300
2022-09-29,Jodhpur,2439
2022-09-30,Jodhpur,1936
2022-10-01,Jodhpur,4307
2022-10-02,Jodhpur,4268
2022-10-03,Jodhpur,3593
2022-10-04,Jodhpur,3310
2022-10-05,Jodhpur,3585
2022-10-06,Jodhpur,4191
2022-10-07,Jodhpur,3514
2022-10-08,Jodhpur,4271
2022-10-09,Jodhpur,4530
2022-10-10,Jodhpur,5946
2022-10-11,Jodhpur,5836
2022-10-12,Jodhpur,6562
2022-10-13,Jodhpur,7178
2022-10-14,Jodhpur,5772
2022-10-15,Jodhpur,8586
2022-10-16,Jodhpur,8883
2022-10-17,Jodhpur,6496
2022-10-18,Jodhpur,6749
2022-10-19,Jodhpur,3489
2022-10-20,Jodhpur,3992
2022-10-21,Jodhpur,3546
2022-10-22,Jodhpur,3890
2022-10-23,Jodhpur,4706
2022-10-24,Jodhpur,3434
2022-10-25,Jodhpur,4093
2022-10-26,Jodhpur,3743
2022-10-27,Jodhpur,4204
2022-10-28,Jodhpur,3708
2022-10-29,Jodhpur,4409
2022-10-30,Jodhpur,4742
2022-10-31,Jodhpur,3212
2022-11-01,Jodhpur,3502
2022-11-02,Jodhpur,3928
2022-11-03,Jodhpur,3480
2022-11-04,Jodhpur,3448
2022-11-05,Jodhpur,3965
2022-11-06,Jodhpur,4468
2022-11-07,Jodhpur,3718
2022-11-08,Jodhpur,3112
2022-11-09,Jodhpur,3411
2022-11-10,Jodhpur,3884
2022-11-11,Jodhpur,3267
2022-11-12,Jodhpur,4932
2022-11-13,Jodhpur,5315
2022-11-14,Jodhpur,3406
2022-11-15,Jodhpur,4172
2022-11-16,Jodhpur,3377
2022-11-17,Jodhpur,3350
2022-11-18,Jodhpur,4237
2022-11-19,Jodhpur,4101
2022-11-20,Jodhpur,4564
2022-11-21,Jodhpur,3561
2022-11-22,Jodhpur,3255
2022-11-23,Jodhpur,3837
2022-11-24,Jodhpur,4282
2022-11-25,Jodhpur,3875
2022-11-26,Jodhpur,4781
2022-11-27,Jodhpur,4823
2022-11-28,Jodhpur,3810
2022-11-29,Jodhpur,3386
2022-11-30,Jodhpur,3531
2022-12-01,Jodhpur,4405
2022-12-02,Jodhpur,3729
2022-12-03,Jodhpur,4664
2022-12-04,Jodhpur,4785
2022-12-05,Jodhpur,3912
2022-12-06,Jodhpur,3290
2022-12-07,Jodhpur,4016
2022-12-08,Jodhpur,3347
2022-12-09,Jodhpur,3615
2022-12-10,Jodhpur,3797
2022-12-11,Jodhpur,4363
2022-12-12,Jodhpur,3158
2022-12-13,Jodhpur,3501
2022-12-14,Jodhpur,4271
2022-12-15,Jodhpur,3361
2022-12-16,Jodhpur,3918
2022-12-17,Jodhpur,3786
2022-12-18,Jodhpur,4093
2022-12-19,Jodhpur,3555
2022-12-20,Jodhpur,3807
2022-12-21,Jodhpur,3503
2022-12-22,Jodhpur,3456
2022-12-23,Jodhpur,3600
2022-12-24,Jodhpur,4208
2022-12-25,Jodhpur,4324
2022-12-26,Jodhpur,4157
2022-12-27,Jodhpur,3505
2022-12-28,Jodhpur,3883
2022-12-29,Jodhpur,3278
2022-12-30,Jodhpur,3985
2022-12-31,Jodhpur,4118
2023-01-01,Jodhpur,4417
2023-01-02,Jodhpur,3769
2023-01-03,Jodhpur,4254
2023-01-04,Jodhpur,3871
2023-01-05,Jodhpur,4366
2023-01-06,Jodhpur,3666
2023-01-07,Jodhpur,5034
2023-01-08,Jodhpur,4791
2023-01-09,Jodhpur,3666
2023-01-10,Jodhpur,3936
2023-01-11,Jodhpur,3629
2023-01-12,Jodhpur,3707
2023-01-13,Jodhpur,3785
2023-01-14,Jodhpur,3880
2023-01-15,Jodhpur,4594
2023-01-16,Jodhpur,4320
2023-01-17,Jodhpur,3943
2023-01-18,Jodhpur,3814
2023-01-19,Jodhpur,3245
2023-01-20,Jodhpur,4160
2023-01-21,Jodhpur,4411
2023-01-22,Jodhpur,4945
2023-01-23,Jodhpur,4057
2023-01-24,Jodhpur,3634
2023-01-25,Jodhpur,3216
2023-01-26,Jodhpur,3163
2023-01-27,Jodhpur,3753
2023-01-28,Jodhpur,3942
2023-01-29,Jodhpur,4830
2023-01-30,Jodhpur,3550
2023-01-31,Jodhpur,3203
2023-02-01,Jodhpur,3712
2023-02-02,Jodhpur,3836
2023-02-03,Jodhpur,3903
2023-02-04,Jodhpur,4228
2023-02-05,Jodhpur,4593
2023-02-06,Jodhpur,3795
2023-02-07,Jodhpur,3318
2023-02-08,Jodhpur,3295
2023-02-09,Jodhpur,3979
2023-02-10,Jodhpur,3822
2023-02-11,Jodhpur,3983
2023-02-12,Jodhpur,5131
2023-02-13,Jodhpur,4222
2023-02-14,Jodhpur,3425
2023-02-15,Jodhpur,3486
2023-02-16,Jodhpur,3152
2023-02-17,Jodhpur,4330
2023-02-18,Jodhpur,3951
2023-02-19,Jodhpur,4201
2023-02-20,Jodhpur,3843
2023-02-21,Jodhpur,4394
2023-02-22,Jodhpur,3614
2023-02-23,Jodhpur,4176
2023-02-24,Jodhpur,4035
2023-02-25,Jodhpur,4012
2023-02-26,Jodhpur,4473
2023-02-27,Jodhpur,4512
2023-02-28,Jodhpur,4060
2023-03-01,Jodhpur,3880
2023-03-02,Jodhpur,3211
2023-03-03,Jodhpur,4234
2023-03-04,Jodhpur,5031
2023-03-05,Jodhpur,4136
2023-03-06,Jodhpur,3469
2023-03-07,Jodhpur,3848
2023-03-08,Jodhpur,4265
2023-03-09,Jodhpur,3428
2023-03-10,Jodhpur,6042
2023-03-11,Jodhpur,8631
2023-03-12,Jodhpur,7042
2023-03-13,Jodhpur,7029
2023-03-14,Jodhpur,6531
2023-03-15,Jodhpur,7637
2023-03-16,Jodhpur,6908
2023-03-17,Jodhpur,6893
2023-03-18,Jodhpur,4676
2023-03-19,Jodhpur,5065
2023-03-20,Jodhpur,3916
2023-03-21,Jodhpur,3369
2023-03-22,Jodhpur,3453
2023-03-23,Jodhpur,4312
2023-03-24,Jodhpur,3769
2023-03-25,Jodhpur,4382
2023-03-26,Jodhpur,4176
2023-03-27,Jodhpur,3770
2023-03-28,Jodhpur,3749
2023-03-29,Jodhpur,3352
2023-03-30,Jodhpur,3363
2023-03-31,Jodhpur,4079
2023-04-01,Jodhpur,1847
2023-04-02,Jodhpur,1809
2023-04-03,Jodhpur,1348
2023-04-04,Jodhpur,1251
2023-04-05,Jodhpur,1290
2023-04-06,Jodhpur,1331
2023-04-07,Jodhpur,1218
2023-04-08,Jodhpur,1335
2023-04-09,Jodhpur,1475
2023-04-10,Jodhpur,1435
2023-04-11,Jodhpur,1283
2023-04-12,Jodhpur,1464
2023-04-13,Jodhpur,1044
2023-04-14,Jodhpur,1325
2023-04-15,Jodhpur,1623
2023-04-16,Jodhpur,1477
2023-04-17,Jodhpur,1404
2023-04-18,Jodhpur,1159
2023-04-19,Jodhpur,1291
2023-04-20,Jodhpur,1403
2023-04-21,Jodhpur,1195
2023-04-22,Jodhpur,1240
2023-04-23,Jodhpur,1407
2023-04-24,Jodhpur,1456
2023-04-25,Jodhpur,1439
2023-04-26,Jodhpur,1123
2023-04-27,Jodhpur,1278
2023-04-28,Jodhpur,838
2023-04-29,Jodhpur,1326
2023-04-30,Jodhpur,1496
2023-05-01,Jodhpur,1325
2023-05-02,Jodhpur,1249
2023-05-03,Jodhpur,1139
2023-05-04,Jodhpur,1273
2023-05-05,Jodhpur,1310
2023-05-06,Jodhpur,1501
2023-05-07,Jodhpur,1207
2023-05-08,Jodhpur,1047
2023-05-09,Jodhpur,1414
2023-05-10,Jodhpur,1442
2023-05-11,Jodhpur,1139
2023-05-12,Jodhpur,1254
2023-05-13,Jodhpur,1782
2023-05-14,Jodhpur,1594
2023-05-15,Jodhpur,1280
2023-05-16,Jodhpur,1366
2023-05-17,Jodhpur,1357
2023-05-18,Jodhpur,1412
2023-05-19,Jodhpur,1087
2023-05-20,Jodhpur,1291
2023-05-21,Jodhpur,1353
2023-05-22,Jodhpur,1042
2023-05-23,Jodhpur,892
2023-05-24,Jodhpur,1491
2023-05-25,Jodhpur,1340
2023-05-26,Jodhpur,1212
2023-05-27,Jodhpur,1461
2023-05-28,Jodhpur,1444
2023-05-29,Jodhpur,1555
2023-05-30,Jodhpur,1493
2023-05-31,Jodhpur,1426
2023-06-01,Jodhpur,1395
2023-06-02,Jodhpur,1548
2023-06-03,Jodhpur,1766
2023-06-04,Jodhpur,1405
2023-06-05,Jodhpur,1265
2023-06-06,Jodhpur,1091
2023-06-07,Jodhpur,1223
2023-06-08,Jodhpur,1313
2023-06-09,Jodhpur,1253
2023-06-10,Jodhpur,1704
2023-06-11,Jodhpur,1611
2023-06-12,Jodhpur,1360
2023-06-13,Jodhpur,1046
2023-06-14,Jodhpur,1210
2023-06-15,Jodhpur,1322
2023-06-16,Jodhpur,1322
2023-06-17,Jodhpur,1363
2023-06-18,Jodhpur,1514
2023-06-19,Jodhpur,1360
2023-06-20,Jodhpur,1584
2018-01-01,Pushkar,1538
2018-01-02,Pushkar,1639
2018-01-03,Pushkar,1516
2018-01-04,Pushkar,1806
2018-01-05,Pushkar,1864
2018-01-06,Pushkar,2185
2018-01-07,Pushkar,1929
2018-01-08,Pushkar,1769
2018-01-09,Pushkar,1858
2018-01-10,Pushkar,1699
2018-01-11,Pushkar,1990
2018-01-12,Pushkar,1684
2018-01-13,Pushkar,2109
2018-01-14,Pushkar,2153
2018-01-15,Pushkar,1736
2018-01-16,Pushkar,1981
2018-01-17,Pushkar,1533
2018-01-18,Pushkar,2022
2018-01-19,Pushkar,2027
2018-01-20,Pushkar,2164
2018-01-21,Pushkar,2102
2018-01-22,Pushkar,2133
2018-01-23,Pushkar,1733
2018-01-24,Pushkar,1870
2018-01-25,Pushkar,1623
2018-01-26,Pushkar,1794
2018-01-27,Pushkar,1890
2018-01-28,Pushkar,2303
2018-01-29,Pushkar,1927
2018-01-30,Pushkar,1878
2018-01-31,Pushkar,1985
2018-02-01,Pushkar,1673
2018-02-02,Pushkar,2122
2018-02-03,Pushkar,2163
2018-02-04,Pushkar,1954
2018-02-05,Pushkar,2031
2018-02-06,Pushkar,1508
2018-02-07,Pushkar,2023
2018-02-08,Pushkar,1672
2018-02-09,Pushkar,1700
2018-02-10,Pushkar,1938
2018-02-11,Pushkar,2382
2018-02-12,Pushkar,2030
2018-02-13,Pushkar,1682
2018-02-14,Pushkar,1726
2018-02-15,Pushkar,1998
2018-02-16,Pushkar,1737
2018-02-17,Pushkar,2208
2018-02-18,Pushkar,2470
2018-02-19,Pushkar,1634
2018-02-20,Pushkar,1925
2018-02-21,Pushkar,2210
2018-02-22,Pushkar,1897
2018-02-23,Pushkar,1979
2018-02-24,Pushkar,2137
2018-02-25,Pushkar,2240
2018-02-26,Pushkar,1521
2018-02-27,Pushkar,1784
2018-02-28,Pushkar,2038
2018-03-01,Pushkar,1635
2018-03-02,Pushkar,1656
2018-03-03,Pushkar,1921
2018-03-04,Pushkar,2245
2018-03-05,Pushkar,1994
2018-03-06,Pushkar,1797
2018-03-07,Pushkar,1745
2018-03-08,Pushkar,1954
